,INN_Name,ChEMBL_ID,Smiles,InCHI key,RoF,MW,LogP,TPSA,HBA,HBD,NRB,image_link,Targets
76,Sapitinib,CHEMBL2408045,Smiles=CNC(=O)CN1CCC(CC1)Oc2cc3c(cc2OC)ncnc3Nc4cccc(c4F)Cl,InChiKey=DFJSJLGUIXFDJP-UHFFFAOYSA-N,0,473.2,3.8,88.6,7,2,7,http://www.icoa.fr/pkidb/static/img/mol/Sapitinib.svg,"EGFR,ERBB2,ERBB4,ERBB3"
77,Tozasertib,CHEMBL572878,Smiles=Cc1cc(n[nH]1)Nc2cc(nc(n2)Sc3ccc(cc3)NC(=O)C4CC4)N5CCN(CC5)C,InChiKey=GCIKSSRWRFVXBI-UHFFFAOYSA-N,0,464.2,3.5,102.1,8,3,7,http://www.icoa.fr/pkidb/static/img/mol/Tozasertib.svg,"AURKA,AURKB,AURKC"
78,Silmitasertib,CHEMBL1230165,Smiles=c1cc(cc(c1)Cl)Nc2c3ccncc3c4ccc(cc4n2)C(=O)O,InChiKey=MUOKSQABCJCOPU-UHFFFAOYSA-N,0,349.1,4.9,75.1,4,2,3,http://www.icoa.fr/pkidb/static/img/mol/Silmitasertib.svg,"CSNK2A1,CSNK2A2"
79,Tanzisertib,CHEMBL1950289,Smiles=c1c(c(c(cc1F)F)Nc2n(c3nc(ncc3n2)N[C@H]4CC[C@@H](CC4)O)[C@@H]5COCC5)F,InChiKey=IBGLGMOPHJQDJB-IHRRRGAJSA-N,0,448.2,3.7,97.1,8,3,5,http://www.icoa.fr/pkidb/static/img/mol/Tanzisertib.svg,MAPK8
80,Voxtalisib,CHEMBL3545366,Smiles=CCn1c2c(cc(c1=O)c3ccn[nH]3)c(nc(n2)N)C,InChiKey=RGHYDLZMTYDBDT-UHFFFAOYSA-N,0,270.1,1.1,102.5,6,2,2,http://www.icoa.fr/pkidb/static/img/mol/Voxtalisib.svg,"PIK3CA,MTOR"
81,Danusertib,CHEMBL402548,Smiles=CN1CCN(CC1)c2ccc(cc2)C(=O)Nc3c4c([nH]n3)CN(C4)C(=O)[C@@H](c5ccccc5)OC,InChiKey=XKFTZKGMDDZMJI-HSZRJFAPSA-N,0,474.2,2.6,93.8,6,2,6,http://www.icoa.fr/pkidb/static/img/mol/Danusertib.svg,"AURKA,AURKB,AURKC"
82,Verosudil,CHEMBL3545065,Smiles=CN(C)C(c1ccsc1)C(=O)Nc2ccc3c(c2)cc[nH]c3=O,InChiKey=VDYRZXYYQMMFJW-UHFFFAOYSA-N,0,327.1,2.8,65.2,4,2,4,http://www.icoa.fr/pkidb/static/img/mol/Verosudil.svg,
83,Solcitinib,CHEMBL3301606,Smiles=CC1(CN(C1)C(=O)c2ccc(cc2)c3cccc4n3nc(n4)NC(=O)C5CC5)C,InChiKey=MPYACSQFXVMWNO-UHFFFAOYSA-N,0,389.2,3.2,79.6,5,1,4,http://www.icoa.fr/pkidb/static/img/mol/Solcitinib.svg,JAK1
84,Talmapimod,CHEMBL514201,Smiles=C[C@@H]1CN([C@H](CN1C(=O)c2cc3c(cc2Cl)n(cc3C(=O)C(=O)N(C)C)C)C)Cc4ccc(cc4)F,InChiKey=ZMELOYOKMZBMRB-DLBZAZTESA-N,1,512.2,4.0,65.9,5,0,5,http://www.icoa.fr/pkidb/static/img/mol/Talmapimod.svg,MAPK14
85,Tesevatinib,CHEMBL3544983,Smiles=CN1C[C@H]2C[C@H](C[C@H]2C1)COc3cc4c(cc3OC)c(ncn4)Nc5ccc(c(c5F)Cl)Cl,InChiKey=HVXKQKFEHMGHSL-QKDCVEJESA-N,1,490.1,5.8,59.5,6,1,6,http://www.icoa.fr/pkidb/static/img/mol/Tesevatinib.svg,"EGFR,ERBB2,KDR,FLT4,EPHB4"
86,Olmutinib,CHEMBL3786343,Smiles=CN1CCN(CC1)c2ccc(cc2)Nc3nc4ccsc4c(n3)Oc5cccc(c5)NC(=O)C=C,InChiKey=FDMQDKQUTRLUBU-UHFFFAOYSA-N,1,486.2,5.1,82.6,8,2,7,http://www.icoa.fr/pkidb/static/img/mol/Olmutinib.svg,EGFR
87,Pelitinib,CHEMBL607707,Smiles=CCOc1cc2c(cc1NC(=O)/C=C/CN(C)C)c(c(cn2)C#N)Nc3ccc(c(c3)Cl)F,InChiKey=WVUNYSQLFKLYNI-AATRIKPKSA-N,1,467.2,5.1,90.3,6,2,8,http://www.icoa.fr/pkidb/static/img/mol/Pelitinib.svg,"EGFR,ERBB2"
88,Sonolisib,CHEMBL411907,Smiles=CC(=O)O[C@@H]1C[C@]2([C@@H](CCC2=O)C3=C1[C@]4([C@H](OC(=O)/C(=C/N(CC=C)CC=C)/C4=C(C3=O)O)COC)C)C,InChiKey=QIUASFSNWYMDFS-NILGECQDSA-N,1,525.2,3.1,119.4,9,1,8,http://www.icoa.fr/pkidb/static/img/mol/Sonolisib.svg,"PIK3CA,PIK3CB,PIK3CG"
89,Decernotinib,CHEMBL3039513,Smiles=CC[C@](C)(C(=O)NCC(F)(F)F)Nc1ccnc(n1)c2c[nH]c3c2cccn3,InChiKey=ASUGUQWIHMTFJL-QGZVFWFLSA-N,0,392.2,3.3,95.6,5,3,6,http://www.icoa.fr/pkidb/static/img/mol/Decernotinib.svg,JAK3
90,Doramapimod,CHEMBL103667,Smiles=Cc1ccc(cc1)n2c(cc(n2)C(C)(C)C)NC(=O)Nc3ccc(c4c3cccc4)OCCN5CCOCC5,InChiKey=MVCOAUNKQVWQHZ-UHFFFAOYSA-N,2,527.3,6.0,80.7,6,2,7,http://www.icoa.fr/pkidb/static/img/mol/Doramapimod.svg,MAPK14
91,Tucatinib,CHEMBL3989868,Smiles=Cc1cc(ccc1Oc2ccn3c(c2)ncn3)Nc4c5cc(ccc5ncn4)NC6=NC(CO6)(C)C,InChiKey=SDEAXTCZPQIFQM-UHFFFAOYSA-N,1,480.2,5.1,110.9,10,2,5,http://www.icoa.fr/pkidb/static/img/mol/Tucatinib.svg,ERBB2
92,Tamatinib,CHEMBL475251,Smiles=CC1(C(=O)Nc2c(ccc(n2)Nc3c(cnc(n3)Nc4cc(c(c(c4)OC)OC)OC)F)O1)C,InChiKey=NHHQJBCNYHBUSI-UHFFFAOYSA-N,0,470.2,3.6,128.8,10,3,7,http://www.icoa.fr/pkidb/static/img/mol/Tamatinib.svg,SYK
93,Varlitinib,CHEMBL2103842,Smiles=C[C@@H]1COC(=N1)Nc2ccc3c(c2)c(ncn3)Nc4ccc(c(c4)Cl)OCc5nccs5,InChiKey=UWXSAYUXVSFDBQ-CYBMUJFWSA-N,1,466.1,5.2,93.5,9,2,6,http://www.icoa.fr/pkidb/static/img/mol/Varlitinib.svg,"EGFR,ERBB2"
94,Cerdulatinib,CHEMBL4116008,Smiles=CCS(=O)(=O)N1CCN(CC1)c2ccc(cc2)Nc3ncc(c(n3)NC4CC4)C(=O)N,InChiKey=BGLPECHZZQDNCD-UHFFFAOYSA-N,0,445.2,1.4,133.6,8,3,8,http://www.icoa.fr/pkidb/static/img/mol/Cerdulatinib.svg,"JAK1,SYK"
95,Flumatinib,CHEMBL3545413,Smiles=Cc1c(cc(cn1)NC(=O)c2ccc(c(c2)C(F)(F)F)CN3CCN(CC3)C)Nc4nccc(n4)c5cccnc5,InChiKey=BJCJYEYYYGBROF-UHFFFAOYSA-N,2,562.2,5.0,99.2,8,2,7,http://www.icoa.fr/pkidb/static/img/mol/Flumatinib.svg,"BCR,ABL1,PDGFRB,KIT"
96,Linifanib,CHEMBL223360,Smiles=Cc1ccc(c(c1)NC(=O)Nc2ccc(cc2)c3cccc4c3c(n[nH]4)N)F,InChiKey=MPVGZUGXCQEXTM-UHFFFAOYSA-N,0,375.1,4.9,95.8,3,4,3,http://www.icoa.fr/pkidb/static/img/mol/Linifanib.svg,"FLT3,CSF1R,KDR"
97,Linsitinib,CHEMBL1091644,Smiles=C[C@]1(C[C@@H](C1)c2n3c(c(ncc3)N)c(n2)c4cc5nc(ccc5cc4)c6ccccc6)O,InChiKey=PKCDDUHJAFVJJB-VLZXCDOPSA-N,0,421.2,4.8,89.3,6,2,3,http://www.icoa.fr/pkidb/static/img/mol/Linsitinib.svg,IGF1R
98,Pacritinib,CHEMBL2035187,Smiles=c1cc2cc(c1)-c3ccnc(n3)Nc4ccc(c(c4)COC/C=C/COC2)OCCN5CCCC5,InChiKey=HWXVIOGONBBTBY-ONEGZZNKSA-N,0,472.2,5.0,68.7,7,1,4,http://www.icoa.fr/pkidb/static/img/mol/Pacritinib.svg,JAK2
99,Ipatasertib,CHEMBL2177390,Smiles=C[C@@H]1C[C@H](c2c1c(ncn2)N3CCN(CC3)C(=O)[C@H](CNC(C)C)c4ccc(cc4)Cl)O,InChiKey=GRZXWCHAXNAUHY-NSISKUIASA-N,0,457.2,3.1,81.6,6,2,6,http://www.icoa.fr/pkidb/static/img/mol/Ipatasertib.svg,"AKT1,AKT2,AKT3"
100,Filgotinib,CHEMBL3301607,Smiles=c1cc(n2c(c1)nc(n2)NC(=O)C3CC3)c4ccc(cc4)CN5CCS(=O)(=O)CC5,InChiKey=RIJLVEAXPNLDTC-UHFFFAOYSA-N,0,425.2,2.0,96.7,7,1,5,http://www.icoa.fr/pkidb/static/img/mol/Filgotinib.svg,JAK1
101,Losmapimod,CHEMBL1088752,Smiles=Cc1c(cc(cc1F)C(=O)NC2CC2)c3ccc(cn3)C(=O)NCC(C)(C)C,InChiKey=KKYABQBFGDZVNQ-UHFFFAOYSA-N,0,383.2,3.9,71.1,3,2,5,http://www.icoa.fr/pkidb/static/img/mol/Losmapimod.svg,"MAPK14,MAPK11,MAPK13,MAPK12"
102,Nazartinib,CHEMBL3787344,Smiles=Cc1cc(ccn1)C(=O)Nc2nc3cccc(c3n2[C@@H]4CCCCN(C4)C(=O)/C=C/CN(C)C)Cl,InChiKey=IOMMMLWIABWRKL-WUTDNEBXSA-N,0,494.2,4.3,83.4,6,1,6,http://www.icoa.fr/pkidb/static/img/mol/Nazartinib.svg,
103,Naquotinib,CHEMBL3663929,Smiles=CCc1c(nc(c(n1)C(=O)N)Nc2ccc(cc2)N3CCC(CC3)N4CCN(CC4)C)O[C@@H]5CCN(C5)C(=O)C=C,InChiKey=QKDCLUARMDUUKN-XMMPIXPASA-N,1,562.3,2.3,120.2,9,2,9,http://www.icoa.fr/pkidb/static/img/mol/Naquotinib.svg,EGFR
104,Motesanib,CHEMBL572881,Smiles=CC1(CNc2c1ccc(c2)NC(=O)c3cccnc3NCc4ccncc4)C,InChiKey=RAHBGWKEPAQNFF-UHFFFAOYSA-N,0,373.2,4.0,78.9,5,3,5,http://www.icoa.fr/pkidb/static/img/mol/Motesanib.svg,"FLT1,KDR,FLT4,PDGFRA,PDGFRB,KIT,RET"
105,Momelotinib,CHEMBL1078178,Smiles=c1cc(ccc1c2ccnc(n2)Nc3ccc(cc3)N4CCOCC4)C(=O)NCC#N,InChiKey=ZVHNDZWQTBEVRY-UHFFFAOYSA-N,0,414.2,3.0,103.2,7,2,6,http://www.icoa.fr/pkidb/static/img/mol/Momelotinib.svg,"JAK1,JAK2,JAK3"
106,Orantinib,CHEMBL274654,Smiles=Cc1c(c([nH]c1/C=C\2/c3ccccc3NC2=O)C)CCC(=O)O,InChiKey=NHFDRBXTEDBWCZ-ZROIWOOFSA-N,0,310.1,3.1,82.2,2,3,4,http://www.icoa.fr/pkidb/static/img/mol/Orantinib.svg,"KDR,PDGFRB,FGFR1"
107,Alvocidib,CHEMBL428690,Smiles=CN1CC[C@@H]([C@@H](C1)O)c2c(cc(c3c2oc(cc3=O)c4ccccc4Cl)O)O,InChiKey=BIIVYFLTOXDAOV-YVEFUNNKSA-N,0,401.1,3.3,94.1,6,3,2,http://www.icoa.fr/pkidb/static/img/mol/Alvocidib.svg,
108,Itacitinib,CHEMBL3622820,Smiles=c1cnc-2[nH]cnc(c12)c3cnn(c3)C4(CN(C4)C5CCN(CC5)C(=O)c6ccnc(c6F)C(F)(F)F)CC#N,InChiKey=KTBSXLIQKWEBRB-UHFFFAOYSA-N,1,553.2,3.6,119.6,8,1,5,http://www.icoa.fr/pkidb/static/img/mol/Itacitinib.svg,JAK1
109,Pyrotinib,CHEMBL3647420,Smiles=CCOc1cc2c(cc1NC(=O)/C=C/[C@H]3CCCN3C)c(c(cn2)C#N)Nc4ccc(c(c4)Cl)OCc5ccccn5,InChiKey=SADXACCFNXBCFY-IYNHSRRRSA-N,2,582.2,6.5,112.4,8,2,10,http://www.icoa.fr/pkidb/static/img/mol/Pyrotinib.svg,"EGFR,ERBB2"
110,Capmatinib,CHEMBL3188267,Smiles=CNC(=O)c1ccc(cc1F)c2cnc3ncc(n3n2)Cc4ccc5c(c4)cccn5,InChiKey=LIOLIMKSCNQPLV-UHFFFAOYSA-N,0,412.1,3.4,85.1,6,1,4,http://www.icoa.fr/pkidb/static/img/mol/Capmatinib.svg,MET
111,Selumetinib,CHEMBL1614701,Smiles=Cn1cnc2c1cc(c(c2F)Nc3ccc(cc3Cl)Br)C(=O)NOCCO,InChiKey=CYOHGALHFOKKQC-UHFFFAOYSA-N,0,456.0,3.5,88.4,6,3,6,http://www.icoa.fr/pkidb/static/img/mol/Selumetinib.svg,"MAP2K1,MAP2K2"
112,Savolitinib,CHEMBL3334567,Smiles=C[C@@H](c1ccc2nccn2c1)n3c4c(ncc(n4)c5cnn(c5)C)nn3,InChiKey=XYDNMOZJKOGZLS-NSHDSACASA-N,0,345.1,1.9,91.6,9,0,3,http://www.icoa.fr/pkidb/static/img/mol/Savolitinib.svg,MET
113,Saracatinib,CHEMBL217092,Smiles=CN1CCN(CC1)CCOc2cc3c(c(c2)OC4CCOCC4)c(ncn3)Nc5c(ccc6c5OCO6)Cl,InChiKey=OUKYUETWWIPKQR-UHFFFAOYSA-N,1,541.2,3.9,90.4,10,1,8,http://www.icoa.fr/pkidb/static/img/mol/Saracatinib.svg,"SRC,ABL1"
114,Ruboxistaurin,CHEMBL91829,Smiles=CN(C)C[C@@H]1CCn2cc(c3c2cccc3)C4=C(c5cn(c6c5cccc6)CCO1)C(=O)NC4=O,InChiKey=ZCBUQCWBWNUWSU-SFHVURJKSA-N,0,468.2,3.5,68.5,6,1,2,http://www.icoa.fr/pkidb/static/img/mol/Ruboxistaurin.svg,
115,Semaxanib,CHEMBL276711,Smiles=Cc1cc([nH]c1/C=C\2/c3ccccc3NC2=O)C,InChiKey=WUWDLXZGHZSWQZ-WQLSENKSSA-N,0,238.1,3.1,44.9,1,2,1,http://www.icoa.fr/pkidb/static/img/mol/Semaxanib.svg,KDR
116,Rigosertib,CHEMBL1241855,Smiles=COc1ccc(cc1NCC(=O)O)CS(=O)(=O)/C=C/c2c(cc(cc2OC)OC)OC,InChiKey=OWBFCJROIKNMGD-BQYQJAHWSA-N,0,451.1,2.8,120.4,8,2,11,http://www.icoa.fr/pkidb/static/img/mol/Rigosertib.svg,"PIK3CA,PLK1"
117,Quizartinib,CHEMBL576982,Smiles=CC(C)(C)c1cc(no1)NC(=O)Nc2ccc(cc2)c3cn4c5ccc(cc5sc4n3)OCCN6CCOCC6,InChiKey=CVWXJKQAOSCOAB-UHFFFAOYSA-N,2,560.2,5.9,106.2,9,2,7,http://www.icoa.fr/pkidb/static/img/mol/Quizartinib.svg,"FLT3,CSF1R,KIT"
118,Famitinib,CHEMBL1278146,Smiles=CCN(CC)CCN1CCc2c(c(c([nH]2)/C=C\3/c4cc(ccc4NC3=O)F)C)C1=O,InChiKey=GKEYKDOLBLYGRB-LGMDPLHJSA-N,0,410.2,3.3,68.4,3,2,6,http://www.icoa.fr/pkidb/static/img/mol/Famitinib.svg,"KIT,KDR,FLT4,PDGFRA,PDGFRB,FLT1,FLT3"
119,Lestaurtinib,CHEMBL603469,Smiles=C[C@@]12[C@](C[C@@H](O1)n3c4ccccc4c5c3c6n2c7ccccc7c6c8c5C(=O)NC8)(CO)O,InChiKey=UIARLYUEJFELEN-LROUJFHJSA-N,0,439.2,3.5,88.7,6,3,1,http://www.icoa.fr/pkidb/static/img/mol/Lestaurtinib.svg,FLT3
120,Rociletinib,CHEMBL3545308,Smiles=CC(=O)N1CCN(CC1)c2ccc(c(c2)OC)Nc3ncc(c(n3)Nc4cccc(c4)NC(=O)C=C)C(F)(F)F,InChiKey=HUFOZJXAKZVRNJ-UHFFFAOYSA-N,1,555.2,4.8,111.7,8,3,8,http://www.icoa.fr/pkidb/static/img/mol/Rociletinib.svg,EGFR
121,Simotinib,CHEMBL3545235,Smiles=COc1cc2c(cc1OCCN3CC4(CC4)C5(C3)OCCO5)c(ncn2)Nc6ccc(c(c6)Cl)F,InChiKey=OXWUWXCJDBRCCG-UHFFFAOYSA-N,1,500.2,4.4,78.0,8,1,7,http://www.icoa.fr/pkidb/static/img/mol/Simotinib.svg,EGFR
122,Alisertib,CHEMBL483158,Smiles=COc1cccc(c1C2=NCc3cnc(nc3-c4c2cc(cc4)Cl)Nc5ccc(c(c5)OC)C(=O)O)F,InChiKey=ZLHFILGSQDJULK-UHFFFAOYSA-N,2,518.1,5.7,105.9,7,2,6,http://www.icoa.fr/pkidb/static/img/mol/Alisertib.svg,AURKA
123,Cediranib,CHEMBL491473,Smiles=Cc1cc2c([nH]1)ccc(c2F)Oc3c4cc(c(cc4ncn3)OCCCN5CCCC5)OC,InChiKey=XXJWYDDUDKYVKI-UHFFFAOYSA-N,1,450.2,5.2,72.5,6,1,8,http://www.icoa.fr/pkidb/static/img/mol/Cediranib.svg,KDR
124,Buparlisib,CHEMBL2017974,Smiles=c1c(c(cnc1N)c2cc(nc(n2)N3CCOCC3)N4CCOCC4)C(F)(F)F,InChiKey=CWHUFRVAEUJCEF-UHFFFAOYSA-N,0,410.2,1.8,89.6,8,1,3,http://www.icoa.fr/pkidb/static/img/mol/Buparlisib.svg,PIK3CA
125,Tivantinib,CHEMBL2103882,Smiles=c1ccc2c(c1)c(c[nH]2)[C@H]3[C@@H](C(=O)NC3=O)c4cn5c6c4cccc6CCC5,InChiKey=UCEQXRCJXIVODC-PMACEKPBSA-N,0,369.1,3.6,66.9,3,2,2,http://www.icoa.fr/pkidb/static/img/mol/Tivantinib.svg,MET
126,Brivanib,CHEMBL377300,Smiles=Cc1cc2c([nH]1)ccc(c2F)Oc3c4c(c(cn4ncn3)OC[C@@H](C)O)C,InChiKey=WCWUXEGQKLTGDX-LLVKDONJSA-N,0,370.1,3.5,84.7,6,2,5,http://www.icoa.fr/pkidb/static/img/mol/Brivanib.svg,KDR
127,Barasertib,CHEMBL415049,Smiles=CCN(CCCOc1ccc2c(c1)ncnc2Nc3cc(n[nH]3)CC(=O)Nc4cccc(c4)F)CCOP(=O)(O)O,InChiKey=GBJVVSCPOBPEIT-UHFFFAOYSA-N,1,587.2,3.6,174.8,9,5,15,http://www.icoa.fr/pkidb/static/img/mol/Barasertib.svg,AURKB
128,Dovitinib,CHEMBL522892,Smiles=CN1CCN(CC1)c2ccc3c(c2)[nH]c(n3)c4c(c5c(cccc5F)[nH]c4=O)N,InChiKey=PIQCTGMSNWUMAF-UHFFFAOYSA-N,0,392.2,2.5,94.0,5,3,2,http://www.icoa.fr/pkidb/static/img/mol/Dovitinib.svg,"FGFR3,VEGFA,FGFR1,PDGFRA,KIT,CSF1R"
129,Volasertib,CHEMBL1233528,Smiles=CC[C@H]1N(c2nc(ncc2N(C1=O)C)Nc3c(cc(cc3)C(=O)N[C@H]4CC[C@@H](CC4)N5CCN(CC5)CC6CC6)OC)C(C)C,InChiKey=SXNJFOWDRLKDSF-STROYTFGSA-N,1,618.4,4.3,106.2,9,2,10,http://www.icoa.fr/pkidb/static/img/mol/Volasertib.svg,PLK1
130,Ensartinib,CHEMBL4113131,Smiles=C[C@@H]1CN(C[C@@H](N1)C)C(=O)c2ccc(cc2)NC(=O)c3cc(c(nn3)N)O[C@H](C)c4c(ccc(c4Cl)F)Cl,InChiKey=GLYMPHUVMRFTFV-QLFBSQMISA-N,1,560.2,4.7,122.5,7,3,6,http://www.icoa.fr/pkidb/static/img/mol/Ensartinib.svg,ALK
131,Dinaciclib,CHEMBL2103840,Smiles=CCc1cnn2c1nc(cc2NCc3ccc[n+](c3)[O-])N4CCCC[C@H]4CCO,InChiKey=PIMQWRZWLQKKBJ-SFHVURJKSA-N,0,396.2,2.3,92.6,7,2,7,http://www.icoa.fr/pkidb/static/img/mol/Dinaciclib.svg,"CDK4,CDK6,BRDT"
132,Taselisib,CHEMBL2387080,Smiles=Cc1nc(n(n1)C(C)C)c2cn3c(n2)-c4ccc(cc4OCC3)c5cnn(c5)C(C)(C)C(=O)N,InChiKey=BEUQXVWXFDOSAQ-UHFFFAOYSA-N,0,460.2,3.2,118.7,9,1,5,http://www.icoa.fr/pkidb/static/img/mol/Taselisib.svg,"PIK3CA,PIK3CD,PIK3CG"
133,Vatalanib,CHEMBL101253,Smiles=c1ccc2c(c1)c(nnc2Nc3ccc(cc3)Cl)Cc4ccncc4,InChiKey=YCOYDOIWSSHVCK-UHFFFAOYSA-N,1,346.1,5.0,50.7,4,1,4,http://www.icoa.fr/pkidb/static/img/mol/Vatalanib.svg,"FLT1,KDR,FLT4"
134,Canertinib,CHEMBL31965,Smiles=C=CC(=O)Nc1cc2c(cc1OCCCN3CCOCC3)ncnc2Nc4ccc(c(c4)Cl)F,InChiKey=OMZCMEYTWSXEPZ-UHFFFAOYSA-N,0,485.2,4.4,88.6,7,2,9,http://www.icoa.fr/pkidb/static/img/mol/Canertinib.svg,EGFR
135,Masitinib,CHEMBL1908391,Smiles=Cc1ccc(cc1Nc2nc(cs2)c3cccnc3)NC(=O)c4ccc(cc4)CN5CCN(CC5)C,InChiKey=WJEOLQLKVOPQFV-UHFFFAOYSA-N,1,498.2,5.3,73.4,7,2,7,http://www.icoa.fr/pkidb/static/img/mol/Masitinib.svg,"KIT,PDGFRA,PDGFRB,FGFR1,FGFR2,FGFR3"
136,Enzastaurin,CHEMBL300138,Smiles=Cn1cc(c2c1cccc2)C3=C(C(=O)NC3=O)c4cn(c5c4cccc5)C6CCN(CC6)Cc7ccccn7,InChiKey=AXRCEOKUDYDWLF-UHFFFAOYSA-N,1,515.2,4.9,72.2,6,1,5,http://www.icoa.fr/pkidb/static/img/mol/Enzastaurin.svg,
137,Umbralisib,CHEMBL3948730,Smiles=C[C@@H](c1c(c(=O)c2cc(ccc2o1)F)c3cccc(c3)F)n4c5c(c(n4)c6ccc(c(c6)F)OC(C)C)c(ncn5)N,InChiKey=IUVCFHHAEHNCFT-INIZCTEOSA-N,2,571.2,6.7,109.1,8,1,6,http://www.icoa.fr/pkidb/static/img/mol/Umbralisib.svg,
138,Crenolanib,CHEMBL2105728,Smiles=CC1(COC1)COc2ccc3c(c2)ncn3c4ccc5cccc(c5n4)N6CCC(CC6)N,InChiKey=DYNHJHQFHQTFTP-UHFFFAOYSA-N,0,443.2,3.9,78.4,7,1,5,http://www.icoa.fr/pkidb/static/img/mol/Crenolanib.svg,"FLT3,PDGFRA,PDGFRB"
139,Sitravatinib,CHEMBL3989926,Smiles=COCCNCc1ccc(nc1)c2cc3c(s2)c(ccn3)Oc4ccc(cc4F)NC(=O)C5(CC5)C(=O)Nc6ccc(cc6)F,InChiKey=WLAVZAAODLTUSW-UHFFFAOYSA-N,2,629.2,6.5,114.5,8,3,12,http://www.icoa.fr/pkidb/static/img/mol/Sitravatinib.svg,"RET,DDR2,NTRK1,NTRK2,NTRK3"
140,Crizotinib,CHEMBL601719,Smiles=C[C@H](c1c(ccc(c1Cl)F)Cl)Oc2cc(cnc2N)c3cnn(c3)C4CCNCC4,InChiKey=KTEIFNKAUNYNJU-GFCCVEGCSA-N,1,449.1,5.0,78.0,6,2,5,http://www.icoa.fr/pkidb/static/img/mol/Crizotinib.svg,"ALK,MET"
141,Copanlisib,CHEMBL3218576,Smiles=COc1c(ccc2c1N=C(N3C2=NCC3)NC(=O)c4cnc(nc4)N)OCCCN5CCOCC5,InChiKey=PZBCKZWLPGJMAO-UHFFFAOYSA-N,1,480.2,0.7,139.8,11,2,7,http://www.icoa.fr/pkidb/static/img/mol/Copanlisib.svg,"PIK3CA,PIK3CB"
142,Cobimetinib,CHEMBL2146883,Smiles=c1c(cc(c(c1)Nc2c(c(ccc2C(=O)N3C[C@@](C3)(O)[C@H]4NCCCC4)F)F)F)I,InChiKey=BSMCAPRUBJMWDF-KRWDZBQOSA-N,1,531.1,3.8,64.6,4,3,4,http://www.icoa.fr/pkidb/static/img/mol/Cobimetinib.svg,MAP2K1
143,Gefitinib,CHEMBL939,Smiles=COc1cc2c(cc1OCCCN3CCOCC3)c(ncn2)Nc4ccc(c(c4)Cl)F,InChiKey=XGALLCVXEZPNRQ-UHFFFAOYSA-N,0,446.2,4.3,68.7,7,1,8,http://www.icoa.fr/pkidb/static/img/mol/Gefitinib.svg,EGFR
144,Ibrutinib,CHEMBL1873475,Smiles=C=CC(=O)N1CCC[C@H](C1)n2c3c(c(n2)c4ccc(cc4)Oc5ccccc5)c(ncn3)N,InChiKey=XYFPWWZEPKGCCK-GOSISDBHSA-N,0,440.2,4.2,99.2,7,1,5,http://www.icoa.fr/pkidb/static/img/mol/Ibrutinib.svg,BTK
145,Cabozantinib,CHEMBL2105717,Smiles=COc1cc2c(ccnc2cc1OC)Oc3ccc(cc3)NC(=O)C4(CC4)C(=O)Nc5ccc(cc5)F,InChiKey=ONIQOQHATWINJY-UHFFFAOYSA-N,2,501.2,5.5,98.8,6,2,8,http://www.icoa.fr/pkidb/static/img/mol/Cabozantinib.svg,"MET,KDR,RET"
146,Pazopanib,CHEMBL477772,Smiles=Cc1ccc(cc1S(=O)(=O)N)Nc2nccc(n2)N(C)c3ccc4c(n(nc4c3)C)C,InChiKey=CUIHSIWYWATEQL-UHFFFAOYSA-N,0,437.2,3.1,119.0,8,2,5,http://www.icoa.fr/pkidb/static/img/mol/Pazopanib.svg,"FLT1,KDR,FLT4,PDGFRA,PDGFRB,KIT,FGFR3,ITK,FGFR1"
147,Neratinib,CHEMBL180022,Smiles=CCOc1cc2c(cc1NC(=O)/C=C/CN(C)C)c(c(cn2)C#N)Nc3ccc(c(c3)Cl)OCc4ccccn4,InChiKey=JWNPDZNEKVCWMY-VQHVLOKHSA-N,2,556.2,5.9,112.4,8,2,11,http://www.icoa.fr/pkidb/static/img/mol/Neratinib.svg,"ERBB2,EGFR"
148,Nilotinib,CHEMBL255863,Smiles=Cc1ccc(cc1Nc2nccc(n2)c3cccnc3)C(=O)Nc4cc(cc(c4)n5cc(nc5)C)C(F)(F)F,InChiKey=HHZIURLSWUIHRB-UHFFFAOYSA-N,2,529.2,6.4,97.6,7,2,6,http://www.icoa.fr/pkidb/static/img/mol/Nilotinib.svg,"ABL1,KIT"
149,Dabrafenib,CHEMBL2028663,Smiles=CC(C)(C)c1nc(c(s1)c2ccnc(n2)N)c3cccc(c3F)NS(=O)(=O)c4c(cccc4F)F,InChiKey=BFSMGDJOXZAERB-UHFFFAOYSA-N,2,519.1,5.4,110.9,7,2,5,http://www.icoa.fr/pkidb/static/img/mol/Dabrafenib.svg,"BRAF,RAF1,SIK1,NEK11,LIMK1"
150,Dasatinib,CHEMBL1421,Smiles=Cc1cccc(c1NC(=O)c2cnc(s2)Nc3cc(nc(n3)C)N4CCN(CC4)CCO)Cl,InChiKey=ZBNZXTGUTAYRHI-UHFFFAOYSA-N,0,487.2,3.3,106.5,9,3,7,http://www.icoa.fr/pkidb/static/img/mol/Dasatinib.svg,"ABL1,SRC,EPHA2,LCK,YES1,KIT,PDGFRB,ABL2,FYN"
